iter	Passed	Remaining
1678	10737	8448
1679	10744	8442
1680	10750	8435
1681	10757	8429
1682	10762	8422
1683	10768	8415
1684	10774	8408
1685	10780	8402
1686	10787	8395
1687	10793	8389
1688	10799	8382
1689	10805	8376
1690	10811	8369
1691	10818	8362
1692	10824	8356
1693	10830	8349
1694	10836	8343
1695	10842	8336
1696	10849	8330
1697	10855	8323
1698	10862	8317
1699	10868	8311
1700	10875	8304
1701	10881	8298
1702	10888	8292
1703	10894	8285
1704	10900	8279
1705	10906	8272
1706	10913	8266
1707	10919	8260
1708	10925	8253
1709	10931	8246
1710	10937	8239
1711	10943	8233
1712	10950	8226
1713	10956	8220
1714	10962	8213
1715	10968	8207
1716	10975	8201
1717	10981	8194
1718	10988	8188
1719	10994	8181
1720	11000	8175
1721	11006	8168
1722	11012	8161
1723	11017	8154
1724	11025	8149
1725	11031	8142
1726	11037	8136
1727	11043	8129
1728	11049	8122
1729	11056	8116
1730	11062	8109
1731	11068	8103
1732	11074	8096
1733	11080	8089
1734	11086	8083
1735	11093	8077
1736	11099	8070
1737	11106	8064
1738	11113	8059
1739	11120	8052
1740	11125	8045
1741	11132	8039
1742	11138	8032
1743	11144	8026
1744	11150	8019
1745	11157	8013
1746	11163	8006
1747	11168	7999
1748	11176	7994
1749	11183	7988
1750	11189	7981
1751	11195	7974
1752	11201	7968
1753	11208	7962
1754	11214	7955
1755	11221	7949
1756	11228	7943
1757	11234	7937
1758	11241	7930
1759	11247	7924
1760	11254	7918
1761	11260	7912
1762	11267	7905
1763	11273	7899
1764	11280	7893
1765	11286	7886
1766	11292	7879
1767	11299	7873
1768	11305	7867
1769	11311	7860
1770	11317	7854
1771	11323	7847
1772	11330	7841
1773	11337	7835
1774	11343	7828
1775	11350	7822
1776	11357	7816
1777	11363	7810
1778	11370	7804
1779	11377	7798
1780	11384	7792
1781	11390	7785
1782	11396	7779
1783	11403	7772
1784	11409	7766
1785	11416	7759
1786	11422	7753
1787	11428	7746
1788	11435	7740
1789	11443	7735
1790	11450	7729
1791	11456	7723
1792	11462	7716
1793	11468	7709
1794	11475	7703
1795	11480	7696
1796	11486	7689
1797	11492	7682
1798	11499	7676
1799	11505	7670
1800	11512	7664
1801	11518	7657
1802	11524	7651
1803	11531	7644
1804	11537	7638
1805	11543	7631
1806	11550	7625
1807	11556	7619
1808	11563	7612
1809	11568	7606
1810	11574	7599
1811	11581	7592
1812	11586	7586
1813	11594	7580
1814	11600	7574
1815	11607	7567
1816	11613	7561
1817	11619	7554
1818	11625	7548
1819	11632	7542
1820	11639	7535
1821	11645	7529
1822	11651	7522
1823	11658	7516
1824	11664	7509
1825	11670	7503
1826	11675	7496
1827	11682	7490
1828	11689	7484
1829	11696	7478
1830	11703	7472
1831	11709	7465
1832	11716	7459
1833	11722	7452
1834	11728	7446
1835	11735	7440
1836	11742	7434
1837	11748	7427
1838	11754	7420
1839	11761	7414
1840	11768	7408
1841	11775	7402
1842	11782	7396
1843	11789	7390
1844	11795	7383
1845	11801	7377
1846	11808	7371
1847	11814	7365
1848	11820	7358
1849	11826	7351
1850	11832	7345
1851	11838	7338
1852	11844	7331
1853	11850	7325
1854	11857	7319
1855	11863	7312
1856	11869	7306
1857	11875	7299
1858	11881	7292
1859	11887	7285
1860	11893	7279
1861	11900	7272
1862	11906	7266
1863	11912	7259
1864	11919	7253
1865	11925	7247
1866	11932	7241
1867	11939	7235
1868	11945	7228
1869	11951	7222
1870	11958	7215
1871	11964	7209
1872	11970	7202
1873	11976	7196
1874	11982	7189
1875	11989	7183
1876	11995	7177
1877	12002	7170
1878	12008	7164
1879	12014	7157
1880	12021	7151
1881	12029	7145
1882	12035	7139
1883	12041	7132
1884	12047	7126
1885	12054	7120
1886	12061	7114
1887	12067	7107
1888	12074	7101
1889	12080	7094
1890	12086	7088
1891	12093	7081
1892	12098	7075
1893	12105	7068
1894	12111	7062
1895	12117	7055
1896	12124	7049
1897	12130	7043
1898	12137	7036
1899	12143	7030
1900	12150	7024
1901	12156	7017
1902	12163	7011
1903	12169	7005
1904	12175	6998
1905	12182	6992
1906	12188	6985
1907	12195	6979
1908	12201	6973
1909	12206	6966
1910	12213	6959
1911	12219	6953
1912	12226	6947
1913	12233	6941
1914	12239	6934
1915	12245	6927
1916	12251	6921
1917	12258	6915
1918	12265	6909
1919	12271	6902
1920	12277	6895
1921	12283	6889
1922	12290	6883
1923	12296	6876
1924	12302	6870
1925	12308	6863
1926	12315	6857
1927	12321	6851
1928	12328	6844
1929	12334	6838
1930	12340	6831
1931	12346	6825
1932	12353	6818
1933	12359	6812
1934	12366	6806
1935	12372	6799
1936	12379	6793
1937	12386	6787
1938	12391	6780
1939	12398	6774
1940	12403	6767
1941	12410	6760
1942	12416	6754
1943	12422	6747
1944	12429	6741
1945	12435	6735
1946	12441	6728
1947	12447	6722
1948	12453	6715
1949	12460	6709
1950	12467	6703
1951	12473	6696
1952	12480	6690
1953	12486	6684
1954	12492	6677
1955	12499	6671
1956	12505	6664
1957	12511	6658
1958	12517	6651
1959	12523	6645
1960	12529	6638
1961	12537	6632
1962	12543	6626
1963	12549	6619
1964	12555	6613
1965	12562	6606
1966	12568	6600
1967	12574	6593
1968	12581	6587
1969	12587	6581
1970	12593	6574
1971	12599	6568
1972	12605	6561
1973	12612	6555
1974	12620	6549
1975	12627	6543
1976	12633	6537
1977	12640	6531
1978	12646	6524
1979	12652	6518
1980	12659	6511
1981	12665	6505
1982	12671	6498
1983	12678	6492
1984	12684	6486
1985	12691	6479
1986	12697	6473
1987	12702	6466
1988	12709	6460
1989	12715	6453
1990	12722	6447
1991	12728	6440
1992	12734	6434
1993	12742	6428
1994	12748	6422
1995	12754	6415
1996	12760	6409
1997	12766	6402
1998	12773	6396
1999	12779	6389
2000	12786	6383
2001	12791	6376
2002	12798	6370
2003	12804	6363
2004	12810	6357
2005	12816	6350
2006	12822	6344
2007	12828	6337
2008	12834	6330
2009	12840	6324
2010	12847	6318
2011	12853	6311
2012	12860	6305
2013	12867	6299
2014	12874	6293
2015	12880	6286
2016	12887	6280
2017	12893	6274
2018	12900	6267
2019	12906	6261
2020	12912	6255
2021	12918	6248
2022	12924	6241
2023	12931	6235
2024	12938	6229
2025	12944	6223
2026	12950	6216
2027	12957	6210
2028	12963	6203
2029	12969	6197
2030	12976	6191
2031	12983	6184
2032	12988	6178
2033	12994	6171
2034	13001	6165
2035	13007	6158
2036	13013	6152
2037	13020	6145
2038	13026	6139
2039	13033	6133
2040	13039	6126
2041	13045	6120
2042	13051	6113
2043	13058	6107
2044	13064	6101
2045	13071	6094
2046	13077	6088
2047	13083	6081
2048	13090	6075
2049	13096	6069
2050	13103	6062
2051	13109	6056
2052	13115	6049
2053	13121	6043
2054	13128	6037
2055	13133	6030
2056	13140	6024
2057	13147	6017
2058	13154	6011
2059	13160	6005
2060	13166	5998
2061	13173	5992
2062	13179	5985
2063	13185	5979
2064	13190	5972
2065	13196	5965
2066	13201	5959
2067	13209	5953
2068	13215	5946
2069	13223	5941
2070	13229	5934
2071	13236	5928
2072	13242	5921
2073	13249	5915
2074	13256	5909
2075	13263	5903
2076	13269	5896
2077	13275	5890
2078	13281	5883
2079	13287	5877
2080	13294	5871
2081	13300	5864
2082	13306	5858
2083	13312	5851
2084	13318	5844
2085	13324	5838
2086	13330	5831
2087	13337	5825
2088	13343	5819
2089	13350	5812
2090	13356	5806
2091	13362	5799
2092	13368	5793
2093	13374	5786
2094	13381	5780
2095	13387	5774
2096	13393	5767
2097	13400	5761
2098	13406	5754
2099	13413	5748
2100	13419	5741
2101	13425	5735
2102	13431	5729
2103	13438	5722
2104	13444	5716
2105	13451	5710
2106	13458	5703
2107	13465	5697
2108	13473	5692
2109	13480	5685
2110	13485	5679
2111	13492	5672
2112	13498	5666
2113	13504	5659
2114	13511	5653
2115	13516	5646
2116	13524	5640
2117	13530	5634
2118	13536	5628
2119	13543	5621
2120	13549	5615
2121	13556	5609
2122	13562	5602
2123	13568	5596
2124	13575	5590
2125	13581	5583
2126	13588	5577
2127	13594	5570
2128	13601	5564
2129	13607	5557
2130	13614	5551
2131	13620	5545
2132	13626	5538
2133	13632	5532
2134	13638	5525
2135	13645	5519
2136	13653	5513
2137	13660	5507
2138	13667	5501
2139	13673	5495
2140	13680	5488
2141	13686	5482
2142	13692	5475
2143	13699	5469
2144	13706	5463
2145	13713	5457
2146	13720	5450
2147	13727	5444
2148	13733	5438
2149	13739	5432
2150	13746	5425
2151	13753	5419
2152	13759	5412
2153	13766	5406
2154	13772	5400
2155	13778	5393
2156	13784	5387
2157	13790	5380
2158	13797	5374
2159	13803	5368
2160	13810	5361
2161	13816	5355
2162	13823	5349
2163	13829	5342
2164	13835	5336
2165	13841	5329
2166	13848	5323
2167	13855	5317
2168	13863	5311
2169	13869	5304
2170	13876	5298
2171	13882	5292
2172	13889	5285
2173	13895	5279
2174	13901	5273
2175	13907	5266
2176	13914	5260
2177	13920	5253
2178	13927	5247
2179	13933	5241
2180	13940	5234
2181	13946	5228
2182	13953	5222
2183	13959	5215
2184	13966	5209
2185	13972	5202
2186	13978	5196
2187	13985	5190
2188	13992	5184
2189	13999	5177
2190	14005	5171
2191	14011	5164
2192	14017	5158
2193	14023	5151
2194	14030	5145
2195	14036	5138
2196	14042	5132
2197	14048	5126
2198	14055	5119
2199	14061	5113
2200	14067	5106
2201	14074	5100
2202	14080	5093
2203	14087	5087
2204	14093	5081
2205	14100	5075
2206	14107	5068
2207	14113	5062
2208	14120	5056
2209	14126	5049
2210	14132	5043
2211	14138	5036
2212	14145	5030
2213	14151	5023
2214	14158	5017
2215	14165	5011
2216	14173	5005
2217	14179	4999
2218	14186	4992
2219	14192	4986
2220	14198	4980
2221	14205	4973
2222	14211	4967
2223	14217	4960
2224	14223	4954
2225	14229	4947
2226	14235	4941
2227	14241	4934
2228	14248	4928
2229	14254	4922
2230	14261	4915
2231	14267	4909
2232	14274	4903
2233	14281	4896
2234	14288	4890
2235	14295	4884
2236	14302	4878
2237	14310	4872
2238	14316	4866
2239	14322	4859
2240	14329	4853
2241	14335	4846
2242	14342	4840
2243	14348	4833
2244	14354	4827
2245	14361	4821
2246	14367	4814
2247	14374	4808
2248	14380	4801
2249	14385	4795
2250	14391	4788
2251	14398	4782
2252	14404	4775
2253	14411	4769
2254	14417	4763
2255	14425	4757
2256	14431	4750
2257	14437	4744
2258	14443	4737
2259	14450	4731
2260	14457	4725
2261	14463	4718
2262	14470	4712
2263	14476	4706
2264	14482	4699
2265	14488	4693
2266	14494	4686
2267	14501	4680
2268	14507	4674
2269	14514	4667
2270	14520	4661
2271	14526	4654
2272	14533	4648
2273	14539	4641
2274	14545	4635
2275	14551	4628
2276	14557	4622
2277	14564	4616
2278	14571	4609
2279	14577	4603
2280	14583	4596
2281	14589	4590
2282	14595	4583
2283	14601	4577
2284	14607	4570
2285	14614	4564
2286	14620	4558
2287	14626	4551
2288	14632	4545
2289	14639	4538
2290	14645	4532
2291	14652	4526
2292	14659	4519
2293	14665	4513
2294	14671	4506
2295	14677	4500
2296	14684	4494
2297	14691	4487
2298	14697	4481
2299	14703	4474
2300	14709	4468
2301	14716	4462
2302	14723	4456
2303	14731	4450
2304	14738	4443
2305	14744	4437
2306	14751	4431
2307	14757	4424
2308	14764	4418
2309	14770	4412
2310	14777	4405
2311	14783	4399
2312	14789	4392
2313	14796	4386
2314	14803	4380
2315	14809	4373
2316	14815	4367
2317	14822	4360
2318	14828	4354
2319	14834	4348
2320	14840	4341
2321	14847	4335
2322	14853	4328
2323	14860	4322
2324	14867	4316
2325	14873	4309
2326	14880	4303
2327	14886	4297
2328	14892	4290
2329	14899	4284
2330	14907	4278
2331	14913	4271
2332	14919	4265
2333	14926	4259
2334	14931	4252
2335	14937	4246
2336	14944	4239
2337	14951	4233
2338	14957	4227
2339	14963	4220
2340	14970	4214
2341	14978	4208
2342	14984	4201
2343	14990	4195
2344	14997	4189
2345	15004	4182
2346	15011	4176
2347	15016	4169
2348	15022	4163
2349	15028	4156
2350	15034	4150
2351	15041	4144
2352	15048	4137
2353	15054	4131
2354	15061	4125
2355	15067	4118
2356	15073	4112
2357	15080	4105
2358	15086	4099
2359	15093	4093
2360	15099	4086
2361	15105	4080
2362	15112	4073
2363	15118	4067
2364	15124	4060
2365	15130	4054
2366	15137	4048
2367	15143	4041
2368	15149	4035
2369	15156	4028
2370	15162	4022
2371	15168	4016
2372	15174	4009
2373	15180	4002
2374	15186	3996
2375	15193	3990
2376	15199	3983
2377	15206	3977
2378	15213	3971
2379	15219	3964
2380	15225	3958
2381	15232	3952
2382	15239	3945
2383	15244	3939
2384	15250	3932
2385	15258	3926
2386	15266	3920
2387	15273	3914
2388	15281	3908
2389	15287	3901
2390	15295	3895
2391	15301	3889
2392	15308	3883
2393	15315	3876
2394	15322	3870
2395	15328	3864
2396	15334	3857
2397	15341	3851
2398	15348	3845
2399	15356	3839
2400	15363	3832
2401	15370	3826
2402	15375	3819
2403	15383	3813
2404	15390	3807
2405	15399	3801
2406	15406	3795
2407	15413	3789
2408	15419	3782
2409	15426	3776
2410	15432	3770
2411	15438	3763
2412	15445	3757
2413	15451	3750
2414	15457	3744
2415	15463	3737
2416	15470	3731
2417	15476	3725
2418	15483	3718
2419	15489	3712
2420	15495	3705
2421	15504	3700
2422	15510	3693
2423	15516	3687
2424	15522	3680
2425	15528	3674
2426	15535	3667
2427	15541	3661
2428	15548	3654
2429	15554	3648
2430	15562	3642
2431	15568	3636
2432	15575	3629
2433	15581	3623
2434	15588	3617
2435	15594	3610
2436	15600	3604
2437	15606	3597
2438	15613	3591
2439	15619	3584
2440	15626	3578
2441	15632	3572
2442	15638	3565
2443	15645	3559
2444	15651	3552
2445	15659	3546
2446	15665	3540
2447	15673	3534
2448	15680	3527
2449	15687	3521
2450	15694	3515
2451	15700	3508
2452	15706	3502
2453	15713	3496
2454	15720	3489
2455	15726	3483
2456	15733	3477
2457	15741	3471
2458	15748	3464
2459	15755	3458
2460	15763	3452
2461	15770	3446
2462	15777	3439
2463	15785	3433
2464	15791	3427
2465	15797	3420
2466	15804	3414
2467	15811	3408
2468	15818	3402
2469	15824	3395
2470	15830	3389
2471	15836	3382
2472	15843	3376
2473	15850	3370
2474	15857	3363
2475	15863	3357
2476	15869	3350
2477	15875	3344
2478	15882	3337
2479	15889	3331
2480	15896	3325
2481	15903	3319
2482	15911	3312
2483	15917	3306
2484	15924	3300
2485	15930	3293
2486	15937	3287
2487	15943	3280
2488	15950	3274
2489	15958	3268
2490	15964	3262
2491	15971	3255
2492	15978	3249
2493	15984	3243
2494	15991	3236
2495	15997	3230
2496	16004	3223
2497	16010	3217
2498	16016	3211
2499	16022	3204
2500	16028	3198
2501	16034	3191
2502	16040	3185
2503	16047	3178
2504	16053	3172
2505	16060	3165
2506	16066	3159
2507	16073	3153
2508	16080	3146
2509	16086	3140
2510	16092	3133
2511	16099	3127
2512	16106	3121
2513	16112	3114
2514	16118	3108
2515	16125	3102
2516	16131	3095
2517	16137	3089
2518	16144	3082
2519	16151	3076
2520	16157	3070
2521	16164	3063
2522	16170	3057
2523	16176	3050
2524	16183	3044
2525	16190	3038
2526	16197	3031
2527	16203	3025
2528	16209	3018
2529	16215	3012
2530	16221	3005
2531	16227	2999
2532	16234	2993
2533	16240	2986
2534	16247	2980
2535	16253	2973
2536	16260	2967
2537	16266	2961
2538	16272	2954
2539	16279	2948
2540	16285	2941
2541	16292	2935
2542	16297	2928
2543	16304	2922
2544	16310	2916
2545	16316	2909
2546	16322	2903
2547	16329	2896
2548	16335	2890
2549	16342	2884
2550	16349	2877
2551	16356	2871
2552	16362	2864
2553	16368	2858
2554	16374	2851
2555	16380	2845
2556	16387	2839
2557	16394	2832
2558	16400	2826
2559	16406	2819
2560	16413	2813
2561	16419	2807
2562	16425	2800
2563	16432	2794
2564	16439	2787
2565	16445	2781
2566	16451	2774
2567	16457	2768
2568	16463	2762
2569	16469	2755
2570	16475	2749
2571	16482	2742
2572	16488	2736
2573	16496	2730
2574	16504	2723
2575	16511	2717
2576	16517	2711
2577	16524	2704
2578	16530	2698
2579	16537	2692
2580	16544	2685
2581	16550	2679
2582	16556	2672
2583	16563	2666
2584	16569	2660
2585	16575	2653
2586	16582	2647
2587	16588	2640
2588	16595	2634
2589	16601	2628
2590	16608	2621
2591	16615	2615
2592	16621	2608
2593	16628	2602
2594	16634	2596
2595	16640	2589
2596	16647	2583
2597	16654	2576
2598	16661	2570
2599	16667	2564
2600	16674	2557
2601	16680	2551
2602	16686	2544
2603	16693	2538
2604	16699	2532
2605	16705	2525
2606	16712	2519
2607	16718	2512
2608	16725	2506
2609	16731	2500
2610	16738	2493
2611	16744	2487
2612	16750	2480
2613	16757	2474
2614	16764	2468
2615	16770	2461
2616	16777	2455
2617	16784	2449
2618	16790	2442
2619	16797	2436
2620	16805	2430
2621	16811	2423
2622	16818	2417
2623	16824	2410
2624	16830	2404
2625	16837	2397
2626	16843	2391
2627	16850	2385
2628	16856	2378
2629	16862	2372
2630	16868	2365
2631	16874	2359
2632	16880	2352
2633	16886	2346
2634	16892	2339
2635	16898	2333
2636	16904	2327
2637	16910	2320
2638	16916	2314
2639	16922	2307
2640	16929	2301
2641	16935	2294
2642	16943	2288
2643	16950	2282
2644	16957	2275
2645	16963	2269
2646	16970	2263
2647	16976	2256
2648	16982	2250
2649	16988	2243
2650	16995	2237
2651	17001	2230
2652	17007	2224
2653	17014	2218
2654	17020	2211
2655	17026	2205
2656	17032	2198
2657	17039	2192
2658	17045	2185
2659	17051	2179
2660	17057	2173
2661	17063	2166
2662	17070	2160
2663	17076	2153
2664	17081	2147
2665	17087	2140
2666	17095	2134
2667	17103	2128
2668	17109	2121
2669	17115	2115
2670	17122	2109
2671	17128	2102
2672	17135	2096
2673	17142	2089
2674	17148	2083
2675	17154	2077
2676	17161	2070
2677	17168	2064
2678	17174	2057
2679	17181	2051
2680	17188	2045
2681	17195	2038
2682	17201	2032
2683	17207	2025
2684	17213	2019
2685	17219	2013
2686	17226	2006
2687	17233	2000
2688	17239	1993
2689	17246	1987
2690	17252	1981
2691	17259	1974
2692	17265	1968
2693	17271	1961
2694	17277	1955
2695	17284	1948
2696	17290	1942
2697	17297	1936
2698	17303	1929
2699	17309	1923
2700	17315	1916
2701	17321	1910
2702	17327	1903
2703	17334	1897
2704	17341	1891
2705	17348	1884
2706	17354	1878
2707	17361	1872
2708	17367	1865
2709	17374	1859
2710	17381	1852
2711	17388	1846
2712	17395	1840
2713	17401	1833
2714	17408	1827
2715	17414	1820
2716	17421	1814
2717	17428	1808
2718	17435	1801
2719	17441	1795
2720	17448	1789
2721	17454	1782
2722	17461	1776
2723	17467	1769
2724	17473	1763
2725	17479	1756
2726	17486	1750
2727	17493	1744
2728	17500	1737
2729	17507	1731
2730	17514	1725
2731	17520	1718
2732	17527	1712
2733	17534	1705
2734	17541	1699
2735	17548	1693
2736	17555	1686
2737	17562	1680
2738	17568	1674
2739	17573	1667
2740	17580	1661
2741	17586	1654
2742	17592	1648
2743	17598	1641
2744	17604	1635
2745	17611	1629
2746	17617	1622
2747	17623	1616
2748	17629	1609
2749	17636	1603
2750	17642	1596
2751	17649	1590
2752	17656	1584
2753	17663	1577
2754	17669	1571
2755	17675	1564
2756	17682	1558
2757	17688	1552
2758	17694	1545
2759	17701	1539
2760	17707	1532
2761	17713	1526
2762	17720	1519
2763	17727	1513
2764	17733	1507
2765	17739	1500
2766	17746	1494
2767	17753	1488
2768	17760	1481
2769	17766	1475
2770	17772	1468
2771	17779	1462
2772	17786	1456
2773	17792	1449
2774	17798	1443
2775	17805	1436
2776	17811	1430
2777	17817	1423
2778	17823	1417
2779	17830	1411
2780	17836	1404
2781	17843	1398
2782	17849	1391
2783	17856	1385
2784	17862	1378
2785	17868	1372
2786	17874	1366
2787	17880	1359
2788	17886	1353
2789	17893	1346
2790	17899	1340
2791	17905	1333
2792	17911	1327
2793	17918	1321
2794	17924	1314
2795	17930	1308
2796	17936	1301
2797	17943	1295
2798	17958	1289
2799	17964	1283
2800	17970	1276
2801	17976	1270
2802	17983	1263
2803	17989	1257
2804	17996	1251
2805	18003	1244
2806	18009	1238
2807	18015	1231
2808	18022	1225
2809	18029	1219
2810	18035	1212
2811	18041	1206
2812	18048	1199
2813	18054	1193
2814	18060	1186
2815	18067	1180
2816	18073	1174
2817	18080	1167
2818	18086	1161
2819	18092	1154
2820	18098	1148
2821	18104	1141
2822	18111	1135
2823	18118	1129
2824	18124	1122
2825	18130	1116
2826	18136	1109
2827	18143	1103
2828	18150	1097
2829	18157	1090
2830	18163	1084
2831	18170	1077
2832	18177	1071
2833	18183	1065
2834	18189	1058
2835	18195	1052
2836	18202	1045
2837	18208	1039
2838	18215	1032
2839	18221	1026
2840	18228	1020
2841	18234	1013
2842	18240	1007
2843	18247	1000
2844	18253	994
2845	18259	988
2846	18266	981
2847	18272	975
2848	18278	968
2849	18284	962
2850	18290	955
2851	18296	949
2852	18302	943
2853	18309	936
2854	18315	930
2855	18321	923
2856	18328	917
2857	18335	910
2858	18341	904
2859	18347	898
2860	18353	891
2861	18360	885
2862	18366	878
2863	18372	872
2864	18379	866
2865	18386	859
2866	18392	853
2867	18398	846
2868	18404	840
2869	18411	833
2870	18417	827
2871	18424	821
2872	18430	814
2873	18436	808
2874	18442	801
2875	18449	795
2876	18455	789
2877	18461	782
2878	18468	776
2879	18475	769
2880	18481	763
2881	18487	756
2882	18493	750
2883	18500	744
2884	18506	737
2885	18513	731
2886	18519	724
2887	18526	718
2888	18532	712
2889	18538	705
2890	18545	699
2891	18552	692
2892	18558	686
2893	18564	679
2894	18571	673
2895	18577	667
2896	18584	660
2897	18590	654
2898	18596	647
2899	18602	641
2900	18608	635
2901	18614	628
2902	18621	622
2903	18627	615
2904	18634	609
2905	18640	602
2906	18646	596
2907	18653	590
2908	18660	583
2909	18667	577
2910	18674	570
2911	18680	564
2912	18687	558
2913	18693	551
2914	18700	545
2915	18706	538
2916	18712	532
2917	18718	526
2918	18725	519
2919	18731	513
2920	18736	506
2921	18744	500
2922	18750	493
2923	18756	487
2924	18763	481
2925	18769	474
2926	18776	468
2927	18783	461
2928	18790	455
2929	18796	449
2930	18802	442
2931	18809	436
2932	18816	429
2933	18822	423
2934	18828	416
2935	18835	410
2936	18841	404
2937	18847	397
2938	18853	391
2939	18860	384
2940	18866	378
2941	18873	372
2942	18879	365
2943	18886	359
2944	18892	352
2945	18898	346
2946	18905	339
2947	18911	333
2948	18918	327
2949	18925	320
2950	18931	314
2951	18937	307
2952	18944	301
2953	18950	295
2954	18956	288
2955	18963	282
2956	18970	275
2957	18976	269
2958	18983	263
2959	18989	256
2960	18996	250
2961	19003	243
2962	19010	237
2963	19016	230
2964	19022	224
2965	19029	218
2966	19035	211
2967	19041	205
2968	19047	198
2969	19053	192
2970	19060	186
2971	19066	179
2972	19072	173
2973	19079	166
2974	19085	160
2975	19092	153
2976	19099	147
2977	19105	141
2978	19111	134
2979	19118	128
2980	19125	121
2981	19131	115
2982	19138	109
2983	19144	102
2984	19150	96
2985	19157	89
2986	19163	83
2987	19170	76
2988	19176	70
2989	19183	64
2990	19190	57
2991	19197	51
2992	19204	44
2993	19211	38
2994	19218	32
2995	19224	25
2996	19230	19
2997	19236	12
2998	19242	6
2999	19248	0
