iter	RMSE
349	0.02902779632
350	0.02900988226
351	0.02900002757
352	0.02898291296
353	0.0289703469
354	0.02894238765
355	0.02893688066
356	0.02892459493
357	0.02891073071
358	0.02890701097
359	0.0289018168
360	0.02889062795
361	0.02888061815
362	0.02886908923
363	0.02886381841
364	0.02884575478
365	0.02882694835
366	0.02881133327
367	0.02880076557
368	0.0287966161
369	0.02877978069
370	0.02877106289
371	0.0287613395
372	0.02874777508
373	0.02873751664
374	0.02872432109
375	0.02871593483
376	0.02870480539
377	0.02869753706
378	0.02868394415
379	0.02867626803
380	0.02866777473
381	0.02865565599
382	0.02864389318
383	0.02863754797
384	0.02862091194
385	0.02861374632
386	0.02860078977
387	0.02859476687
388	0.02859178611
389	0.02858788913
390	0.0285761715
391	0.02856771917
392	0.02855737325
393	0.02854930127
394	0.02853564325
395	0.0285251237
396	0.02851787934
397	0.02851112155
398	0.02850278982
399	0.02849849399
400	0.02849372315
401	0.02849235282
402	0.0284872852
403	0.0284794079
404	0.02847126073
405	0.02846272067
406	0.02845672831
407	0.02844920548
408	0.02843656482
409	0.02842708905
410	0.02841874229
411	0.02841355895
412	0.02840161817
413	0.02838781074
414	0.02837934893
415	0.02837409887
416	0.02836646275
417	0.0283598891
418	0.02835328465
419	0.02834232631
420	0.02833627944
421	0.02832444433
422	0.02831984006
423	0.02831261711
424	0.02830449044
425	0.02830005736
426	0.02828737496
427	0.02828245585
428	0.02827348146
429	0.02826955446
430	0.02826653785
431	0.02826293522
432	0.02825630684
433	0.02825035767
434	0.02824433206
435	0.02823743147
436	0.02823403248
437	0.02822846381
438	0.02822276443
439	0.02821281709
440	0.02819876834
441	0.02819334385
442	0.02818393927
443	0.02817860648
444	0.02817176844
445	0.0281669806
446	0.02816094182
447	0.02815657492
448	0.02814516162
449	0.02814227718
450	0.02813858166
451	0.02813261758
452	0.02812836708
453	0.02811870589
454	0.02810701124
455	0.02810369378
456	0.02809936228
457	0.02809281396
458	0.02807622609
459	0.02807137675
460	0.02806052602
461	0.02805802725
462	0.02805222337
463	0.02803690172
464	0.02802944771
465	0.02801888691
466	0.02800880868
467	0.02800490859
468	0.02799666
469	0.02799445865
470	0.02799061258
471	0.0279842545
472	0.02798041545
473	0.02797261456
474	0.0279656064
475	0.02796207844
476	0.02795768668
477	0.02795237641
478	0.02794552018
479	0.02793772202
480	0.02793287198
481	0.02793055987
482	0.02791988313
483	0.02791284349
484	0.02790696325
485	0.02790088554
486	0.02789568889
487	0.02788820482
488	0.02788385144
489	0.02787823493
490	0.02787485082
491	0.02787371863
492	0.02786949914
493	0.02786212816
494	0.02785697699
495	0.02784776244
496	0.0278426725
497	0.02784085602
498	0.02783752614
499	0.02782867194
500	0.02781504974
501	0.0278080934
502	0.02780063557
503	0.02779543157
504	0.02779140165
505	0.02778414117
506	0.02778053624
507	0.02776979549
508	0.02776505023
509	0.02776097872
510	0.02775669851
511	0.02774646429
512	0.02774101689
513	0.02773766919
514	0.02772416655
515	0.02772049098
516	0.02770414129
517	0.02769909412
518	0.0276901747
519	0.02768089745
520	0.02767613099
521	0.02766767101
522	0.02766445121
523	0.0276538729
524	0.02764945895
525	0.02764709449
526	0.02763832125
527	0.02763563465
528	0.02763149201
529	0.02762720253
530	0.02762267141
531	0.02761561527
532	0.02760947503
533	0.02760482975
534	0.02759730936
535	0.02759391463
536	0.02758865327
537	0.02757612576
538	0.02757011969
539	0.02755734701
540	0.02755332995
541	0.0275471272
542	0.02754285122
543	0.02752742113
544	0.02751852657
545	0.02750771557
546	0.0275028287
547	0.02749762434
548	0.02749386807
549	0.02748912929
550	0.02747684527
551	0.02746886959
552	0.02746563671
553	0.02745639062
554	0.02744682507
555	0.02744360584
556	0.02744046293
557	0.02743521116
558	0.02743146259
559	0.02743038516
560	0.02741558719
561	0.02740878888
562	0.02740360917
563	0.02739453764
564	0.02739007767
565	0.02738420622
566	0.02738195702
567	0.02737952111
568	0.02737608739
569	0.02737325943
570	0.0273668556
571	0.02736378519
572	0.02735065845
573	0.02734728679
574	0.02734268836
575	0.02733711745
576	0.02733278584
577	0.02732673702
578	0.02732215238
579	0.0273193093
580	0.02730543993
581	0.02730111983
582	0.02729709037
583	0.02728697827
584	0.02728242756
585	0.02727891656
586	0.02727178717
587	0.02726362541
588	0.02726027018
589	0.02725637272
590	0.02725284555
591	0.02724600574
592	0.02724372526
593	0.02723718369
594	0.02723519707
595	0.02723080403
596	0.02721629428
597	0.02720380353
598	0.02719869384
599	0.02719638438
600	0.02718998228
601	0.02718738937
602	0.0271772526
603	0.02717508737
604	0.02716369391
605	0.02715932171
606	0.02715685882
607	0.02715509077
608	0.02715256293
609	0.02714726665
610	0.0271429498
611	0.02713771037
612	0.02713445454
613	0.02712557639
614	0.02711982061
615	0.02711267709
616	0.02710535909
617	0.02710315367
618	0.02709511996
619	0.02708454756
620	0.02708280728
621	0.02707668888
622	0.02707161689
623	0.02706621098
624	0.02706447457
625	0.0270577856
626	0.02705253143
627	0.02704795729
628	0.02703638992
629	0.02703269947
630	0.02702851453
631	0.02701919672
632	0.02701563591
633	0.02700805698
634	0.02700204682
635	0.02699625937
636	0.02699260397
637	0.02698866218
638	0.02698441133
639	0.02697174522
640	0.02696513809
641	0.02695994019
642	0.02695020749
643	0.02693541558
644	0.02693039465
645	0.02692614737
646	0.0269214346
647	0.02691750478
648	0.02690910879
649	0.02689982152
650	0.02689467326
651	0.02689141123
652	0.02688447286
653	0.02687896274
654	0.02686591697
655	0.0268592891
656	0.02684105214
657	0.02683578077
658	0.02683143109
659	0.02682757229
660	0.02681875594
661	0.026814813
662	0.02680752627
663	0.02680292708
664	0.02679785351
665	0.02679549561
666	0.02678741245
667	0.0267819964
668	0.02677333678
669	0.02676643534
670	0.026759014
671	0.02674902576
672	0.02674459905
673	0.02673605363
674	0.02673075405
675	0.02672750353
676	0.02672348963
677	0.02671449175
678	0.02671186441
679	0.02670248922
680	0.02668908388
681	0.02667955071
682	0.0266608846
683	0.02665204503
684	0.02663607608
685	0.02662956016
686	0.02662444325
687	0.02661739031
688	0.02661174268
689	0.02660115602
690	0.02659445876
691	0.02658942209
692	0.02658289864
693	0.02657798402
694	0.02657334351
695	0.0265693381
696	0.02656426664
697	0.02656125366
698	0.02655279858
699	0.02654733711
700	0.02654250912
701	0.02653776461
702	0.02652830239
703	0.02652443655
704	0.02651296092
705	0.0265066386
706	0.02650116803
707	0.02649607082
708	0.02647917836
709	0.02647496406
710	0.02646770311
711	0.02645985389
712	0.02645163436
713	0.02644844748
714	0.02644399147
715	0.02643303363
716	0.02642484767
717	0.02641278104
718	0.02640593646
719	0.02640238134
720	0.02639945118
721	0.02639560284
722	0.02639076243
723	0.02638785401
724	0.02638176868
725	0.02637595859
726	0.02636957122
727	0.02636177799
728	0.02635614939
729	0.02635173631
730	0.02634691949
731	0.02633623169
732	0.02632630001
733	0.02632036664
734	0.0263143956
735	0.02631156701
736	0.02630520931
737	0.02629431237
738	0.02628780574
739	0.02627850865
740	0.02627424493
741	0.02626962074
742	0.0262628627
743	0.02625179439
744	0.02623582973
745	0.02623031647
746	0.02622704284
747	0.02622256133
748	0.02621713984
749	0.02621485134
750	0.02621031179
751	0.02620594373
752	0.02619081566
753	0.02617667492
754	0.02616829128
755	0.0261638459
756	0.02615497692
757	0.02614638079
758	0.02614298032
759	0.02613988374
760	0.02613330941
761	0.02612059568
762	0.02611113494
763	0.02610824703
764	0.0261023547
765	0.02609188096
766	0.02608807243
767	0.0260813634
768	0.0260771397
769	0.02606529916
770	0.02605684746
771	0.02604628758
772	0.02604122967
773	0.02603844955
774	0.02603096402
775	0.0260254296
776	0.02601922652
777	0.02601373812
778	0.02600471407
779	0.02599930369
780	0.02599404894
781	0.02598834449
782	0.02598258973
783	0.02597897656
784	0.0259745259
785	0.02596276566
786	0.02595579776
787	0.02594412994
788	0.02593899796
789	0.0259333432
790	0.02592254134
791	0.02591134028
792	0.02590812875
793	0.02590098355
794	0.02588947686
795	0.02588357674
796	0.02587770069
797	0.02587348728
798	0.02586488663
799	0.02585814332
800	0.02585145437
801	0.02584520372
802	0.02584279055
803	0.02583648988
804	0.02582231514
805	0.02581741345
806	0.02581284515
807	0.02580881781
808	0.02580151915
809	0.02579391661
810	0.02578023465
811	0.02577610138
812	0.02576565415
813	0.02575944329
814	0.02575066787
815	0.02574791596
816	0.02574252754
817	0.02573151418
818	0.02572048447
819	0.02571549501
820	0.02570329526
821	0.02569746342
822	0.02569371448
823	0.02568925561
824	0.02568577929
825	0.02568019425
826	0.02566731896
827	0.02566200374
828	0.02565589625
829	0.02564434693
830	0.02563526944
831	0.02562953184
832	0.02562491991
833	0.02562116852
834	0.02561578465
835	0.02560938542
836	0.02560473026
837	0.02560121549
838	0.0255878253
839	0.0255829056
840	0.02557706585
841	0.02556891986
842	0.02555874818
843	0.02555296029
844	0.02554795849
845	0.02554115398
846	0.02553360792
847	0.02552272042
848	0.02551967647
849	0.02551555348
850	0.02551047741
851	0.02550222763
852	0.0254945572
853	0.02548911312
854	0.02548353301
855	0.02547200534
856	0.02546509072
857	0.0254576109
858	0.02545352224
859	0.025446767
860	0.02543563359
861	0.02543015134
862	0.02542325914
863	0.02541817479
864	0.02541073675
865	0.02540253427
866	0.0253975037
867	0.02539345366
868	0.02538662399
869	0.02538055175
870	0.02537319485
871	0.02536956402
872	0.02535506504
873	0.02535124497
874	0.02534472147
875	0.02533906971
876	0.02533143981
877	0.02532872415
878	0.02531723449
879	0.02530670563
880	0.02530318146
881	0.02529009628
882	0.02528370117
883	0.02527663653
884	0.02527275742
885	0.02526903733
886	0.02526147801
887	0.02525541448
888	0.02524866869
889	0.02523707296
890	0.02522940185
891	0.02522466974
892	0.02522099932
893	0.02521429288
894	0.02520550043
895	0.02519751997
896	0.02518783735
897	0.02518130045
898	0.02517739336
899	0.02517131698
900	0.02516809496
901	0.02515844313
902	0.02515047773
903	0.02514508191
904	0.02513886998
905	0.02513168347
906	0.025121284
907	0.02511835895
908	0.02511242616
909	0.02510838532
910	0.02510119258
911	0.02509350937
912	0.02508772426
913	0.02508236991
914	0.02507895245
915	0.02507536899
916	0.02506962811
917	0.02506501028
918	0.02506135747
